original coordinate,"ETRS89 Geodetic ( Degrees, Minutes, Seconds )","ETRS89 Geodetic ( Degrees, Decimal Minutes )","ETRS89 Geodetic ( Decimal Degrees )","ETRS89 XYZ","National Grid Eastings and Northings","National Grid KM Square"
"568118 188190","51, 34, 3.08837, E, 0, 25, 27.549627, 45.077","51, 34.051473, E, 0, 25.45916, 45.077","51.5675245473, 0.4243193409, 45.077","3972685.3681, 29421.3303, 4973071.0544","568118 188190 -0 1","TQ6888"
"568227 182276","51, 30, 51.707672, E, 0, 25, 23.040032, 45.002","51, 30.861795, E, 0, 25.384001, 45.002","51.5143632423, 0.4230666756, 45.002","3977317.3558, 29368.673, 4969392.3204","568227 182276 -0 1","TQ6882"
"568385 105672","50, 49, 33.950232, E, 0, 23, 22.166866, 44.5974","50, 49.565837, E, 0, 23.369448, 44.5974","50.8260972868, 0.3894907962, 44.5974","4036981.7886, 27443.4083, 4921381.5084","568385 105672 -0 1","TQ6805"
"568526 150241","51, 13, 35.328484, E, 0, 24, 43.892118, 44.8739","51, 13.588808, E, 0, 24.731535, 44.8739","51.2264801343, 0.4121922549, 44.8739","4002342.9212, 28793.8, 4949397.2298","568526 150241 -0 1","TQ6850"
"568739 157543","51, 17, 31.263569, E, 0, 25, 7.255029, 44.9202","51, 17.521059, E, 0, 25.120917, 44.9202","51.2920176581, 0.4186819525, 44.9202","3996652.6968, 29205.5742, 4953960.1516","568739 157543 -0 1","TQ6857"
"569160 152850","51, 14, 59.034064, E, 0, 25, 20.980854, 44.8892","51, 14.983901, E, 0, 25.349681, 44.8892","51.2497316844, 0.4224946816, 44.8892","4000320.6596, 29498.5922, 4951016.8112","569160 152850 -0 1","TQ6952"
"570002 267267","52, 16, 38.203138, E, 0, 29, 25.771959, 45.6577","52, 16.636719, E, 0, 29.429533, 45.6577","52.2772786496, 0.490492211, 45.6577","3910486.9075, 33477.3389, 5021775.4313","570002 267267 -0 1","TL7067"
"570200 156900","51, 17, 8.905028, E, 0, 26, 21.515662, 44.9081","51, 17.148417, E, 0, 26.358594, 44.9081","51.2858069522, 0.439309906, 44.9081","3997181.0696, 30648.6039, 4953528.0142","570200 156900 -0 1","TQ7056"
"570347 164326","51, 21, 8.912847, E, 0, 26, 41.857938, 44.9303","51, 21.148547, E, 0, 26.697632, 44.9303","51.352475791, 0.4449605383, 44.9303","3991388.0178, 30997.848, 4958163.6798","570347 164326 -0 1","TQ7064"
"570368 188330","51, 34, 5.186231, E, 0, 27, 24.546887, 45.0493","51, 34.086437, E, 0, 27.409115, 45.0493","51.5681072863, 0.4568185797, 45.0493","3972617.2365, 31674.3019, 4973111.3336","570368 188330 -0 1","TQ7088"
"570552 207068","51, 44, 10.958327, E, 0, 28, 6.951372, 45.2858","51, 44.182639, E, 0, 28.115856, 45.2858","51.736377313, 0.4685976033, 45.2858","3957928.3936, 32370.9203, 4984727.2479","570552 207068 -0 1","TL7007"
"570660 161860","51, 19, 48.82281, E, 0, 26, 53.772294, 44.9163","51, 19.813714, E, 0, 26.896205, 44.9163","51.3302285584, 0.4482700817, 44.9163","3993318.935, 31243.5217, 4956617.5072","570660 161860 -0 1","TQ7061"
"570992 106566","50, 50, 0.117611, E, 0, 25, 36.797859, 44.5943","50, 50.00196, E, 0, 25.613298, 44.5943","50.8333660029, 0.4268882942, 44.5943","4036336.1353, 30073.7078, 4921892.2485","570992 106566 -0 1","TQ7006"
"571190 159960","51, 18, 46.801848, E, 0, 27, 17.850115, 44.9045","51, 18.780031, E, 0, 27.297502, 44.9045","51.3130005132, 0.4549583652, 44.9045","3994811.5168, 31721.5532, 4955419.6537","571190 159960 -0 1","TQ7159"
"571431 126301","51, 0, 37.948687, E, 0, 26, 32.585222, 44.7815","51, 0.632478, E, 0, 26.543087, 44.7815","51.0105413018, 0.4423847838, 44.7815","4021027.5489, 31047.2563, 4934317.3489","571431 126301 -0 1","TQ7126"
"571435 166750","51, 22, 26.129062, E, 0, 27, 42.254325, 44.9244","51, 22.435484, E, 0, 27.704239, 44.9244","51.3739247395, 0.4617373125, 44.9244","3989514.8224, 32151.5432, 4959653.6519","571435 166750 -0 1","TQ7166"
"571556 172613","51, 25, 35.606106, E, 0, 27, 58.702773, 44.9201","51, 25.593435, E, 0, 27.97838, 44.9201","51.4265572516, 0.4663063259, 44.9201","3984936.0141, 32432.4394, 4963306.8935","571556 172613 -0 1","TQ7172"
"572017 158687","51, 18, 4.734239, E, 0, 27, 58.318136, 44.897","51, 18.078904, E, 0, 27.971969, 44.897","51.3013150665, 0.4661994822, 44.897","3995819.8888, 32513.5689, 4954606.9194","572017 158687 -0 1","TQ7258"
"572390 286293","52, 26, 50.701214, E, 0, 32, 6.797685, 45.604","52, 26.84502, E, 0, 32.113295, 45.604","52.4474170039, 0.535221579, 45.604","3895468.0561, 36390.1011, 5033336.5985","572390 286293 -0 1","TL7286"
"572970 156891","51, 17, 5.611716, E, 0, 28, 44.354991, 44.8887","51, 17.093529, E, 0, 28.73925, 44.8887","51.2848921433, 0.4789874974, 44.8887","3997238.2852, 33417.3264, 4953464.3436","572970 156891 -0 1","TQ7256"
"573153 107296","50, 50, 21.417537, E, 0, 27, 28.408394, 44.5916","50, 50.356959, E, 0, 27.473473, 44.5916","50.8392826491, 0.4578912206, 44.5916","4035808.9518, 32253.6991, 4922307.9264","573153 107296 -0 1","TQ7307"
"573380 123515","50, 59, 5.741759, E, 0, 28, 7.721497, 44.7484","50, 59.095696, E, 0, 28.128692, 44.7484","50.9849282663, 0.468811527, 44.7484","4023227.0544, 32920.0044, 4932524.0344","573380 123515 -0 1","TQ7323"
"573484 153607","51, 15, 18.844741, E, 0, 29, 5.131288, 44.8728","51, 15.314079, E, 0, 29.085521, 44.8728","51.2552346504, 0.484758691, 44.8728","3999808.7654, 33841.7305, 4951399.9845","573484 153607 -0 1","TQ7353"
"573828 187585","51, 33, 37.298674, E, 0, 30, 22.755796, 44.9908","51, 33.621645, E, 0, 30.379263, 44.9908","51.5603607427, 0.5063210544, 44.9908","3973263.44, 35112.5217, 4972575.5119","573828 187585 -0 1","TQ7387"
"574027 169356","51, 23, 47.566939, E, 0, 30, 0.778319, 44.8969","51, 23.792782, E, 0, 30.012972, 44.8969","51.3965463718, 0.5002161998, 44.8969","3987525.8604, 34813.6587, 4961224.3186","574027 169356 -0 1","TQ7469"
"574375 144725","51, 10, 30.621788, E, 0, 29, 35.516169, 44.8199","51, 10.510363, E, 0, 29.591936, 44.8199","51.1751727189, 0.4931989357, 44.8199","4006746.6024, 34490.7075, 4945820.5355","574375 144725 -0 1","TQ7444"
"574495 107536","50, 50, 27.730049, E, 0, 28, 37.367464, 44.588","50, 50.462167, E, 0, 28.622791, 44.588","50.8410361246, 0.4770465179, 44.588","4035646.6935, 33601.7017, 4922431.1058","574495 107536 -0 1","TQ7407"
"574512 193694","51, 36, 54.090834, E, 0, 31, 9.165575, 45.0626","51, 36.901514, E, 0, 31.15276, 45.0626","51.6150252316, 0.5192126597, 45.0626","3968490.0776, 35963.3242, 4976354.4044","574512 193694 -0 1","TQ7493"
"574771 168157","51, 23, 7.969567, E, 0, 30, 37.117024, 44.8953","51, 23.132826, E, 0, 30.618617, 44.8953","51.385547102, 0.5103102845, 44.8953","3988475.8854, 35524.6774, 4960460.701","574771 168157 -0 1","TQ7468"
"575440 156115","51, 16, 37.800912, E, 0, 30, 50.363767, 44.8721","51, 16.630015, E, 0, 30.839396, 44.8721","51.27716692, 0.5139899352, 44.8721","3997887.662, 35865.2795, 4952926.7343","575440 156115 -0 1","TQ7556"
"575470 115569","50, 54, 46.475749, E, 0, 29, 41.034293, 44.6835","50, 54.774596, E, 0, 29.683905, 44.6835","50.9129099302, 0.494731748, 44.6835","4029433.3961, 34793.8049, 4927476.3823","575470 115569 -0 1","TQ7515"
"575547 167608","51, 22, 49.353709, E, 0, 31, 16.245988, 44.8923","51, 22.822562, E, 0, 31.270766, 44.8923","51.3803760302, 0.5211794412, 44.8923","3988918.5675, 36285.3898, 4960101.6378","575547 167608 -0 1","TQ7567"
"575592 155374","51, 16, 13.669132, E, 0, 30, 56.892884, 44.8692","51, 16.227819, E, 0, 30.948215, 44.8692","51.2704636478, 0.515803579, 44.8692","3998468.306, 35997.0664, 4952460.1801","575592 155374 -0 1","TQ7555"
"575949 156206","51, 16, 40.179129, E, 0, 31, 16.767931, 44.8701","51, 16.669652, E, 0, 31.279466, 44.8701","51.2778275358, 0.5213244253, 44.8701","3997825.6985, 36376.531, 4952972.7083","575949 156206 -0 1","TQ7556"
"576028 112879","50, 53, 18.864694, E, 0, 30, 4.916327, 44.6497","50, 53.314412, E, 0, 30.081939, 44.6497","50.8885735262, 0.5013656464, 44.6497","4031530.2945, 35278.7308, 4925768.9196","576028 112879 -0 1","TQ7612"
"576093 222736","51, 52, 31.43707, E, 0, 33, 24.173464, 45.4026","51, 52.523951, E, 0, 33.402891, 45.4026","51.8753991861, 0.5567148512, 45.4026","3945717.8086, 38339.8019, 4994291.7483","576093 222736 -0 1","TL7622"
"576925 222100","51, 52, 9.926256, E, 0, 34, 6.46718, 45.3868","51, 52.165438, E, 0, 34.107786, 45.3868","51.86942396, 0.5684631055, 45.3868","3946232.8154, 39154.0423, 4993881.2552","576925 222100 -0 1","TL7622"
"577520 168365","51, 23, 11.627467, E, 0, 32, 59.563479, 44.8732","51, 23.193791, E, 0, 32.992725, 44.8732","51.3865631854, 0.5498787442, 44.8732","3988362.0608, 38278.262, 4960531.2322","577520 168365 -0 1","TQ7768"
"577648 220224","51, 51, 8.439184, E, 0, 34, 40.760888, 45.3606","51, 51.140653, E, 0, 34.679348, 45.3606","51.8523442178, 0.5779891355, 45.3606","3947720.8382, 39825.2223, 4992707.6075","577648 220224 -0 1","TL7720"
"577665 194895","51, 37, 29.380929, E, 0, 33, 55.126518, 45.0408","51, 37.489682, E, 0, 33.918775, 45.0408","51.6248280358, 0.5653129218, 45.0408","3967604.8994, 39147.9289, 4977031.5567","577665 194895 -0 1","TQ7794"
"577733 185893","51, 32, 38.208599, E, 0, 33, 42.265872, 44.9211","51, 32.63681, E, 0, 33.704431, 44.9211","51.543946833, 0.5617405199, 44.9211","3974657.7439, 38969.674, 4971439.9192","577733 185893 -0 1","TQ7785"
"578392 144450","51, 10, 17.272054, E, 0, 33, 1.686436, 44.7943","51, 10.287868, E, 0, 33.028107, 44.7943","51.1714644595, 0.5504684545, 44.7943","4007031.4926, 38498.6873, 4945561.8587","578392 144450 -0 1","TQ7844"
"578447 287245","52, 27, 14.487179, E, 0, 37, 29.120443, 45.5191","52, 27.241453, E, 0, 37.485341, 45.5191","52.4540242165, 0.6247556786, 45.5191","3894823.5062, 42471.0086, 5033784.6116","578447 287245 -0 1","TL7887"
"578878 109033","50, 51, 11.332315, E, 0, 32, 23.872808, 44.5866","50, 51.188872, E, 0, 32.39788, 44.5866","50.8531478652, 0.539964669, 44.5866","4034562.5592, 38023.4941, 4923281.8324","578878 109033 -0 1","TQ7809"
"578910 212200","51, 46, 47.533522, E, 0, 35, 31.739394, 45.2548","51, 46.792225, E, 0, 35.52899, 45.2548","51.7798704228, 0.5921498316, 45.2548","3954048.8424, 40866.4083, 4987722.6025","578910 212200 -0 1","TL7812"
"578934 218775","51, 50, 20.10872, E, 0, 35, 45.208077, 45.3297","51, 50.335145, E, 0, 35.753468, 45.3297","51.8389190888, 0.5958911326, 45.3297","3948882.7285, 41070.8968, 4991784.771","578934 218775 -0 1","TL7818"
"579882 156119","51, 16, 32.947074, E, 0, 34, 39.396685, 44.8624","51, 16.549118, E, 0, 34.656611, 44.8624","51.2758186317, 0.5776101903, 44.8624","3997962.3896, 40305.6223, 4952832.8904","579882 156119 0 1","TQ7956"
"580207 191029","51, 35, 21.467889, E, 0, 36, 0.035814, 44.9651","51, 35.357798, E, 0, 36.000597, 44.9651","51.5892966358, 0.6000099485, 44.9651","3970678.6843, 41583.0595, 4974576.3286","580207 191029 -0 1","TQ8091"
"580300 109365","50, 51, 20.481277, E, 0, 33, 37.110821, 44.5868","50, 51.341355, E, 0, 33.618514, 44.5868","50.8556892437, 0.5603085614, 44.5868","4034329.5535, 39453.8912, 4923460.3111","580300 109365 -0 1","TQ8009"
"580420 197735","51, 38, 58.061459, E, 0, 36, 23.51644, 45.0476","51, 38.967691, E, 0, 36.391941, 45.0476","51.6494615164, 0.6065323444, 45.0476","3965426.8215, 41979.5227, 4978732.5808","580420 197735 -0 1","TQ8097"
"581450 109650","50, 51, 28.404408, E, 0, 34, 36.37485, 44.5858","50, 51.473407, E, 0, 34.606248, 44.5858","50.8578901133, 0.5767707918, 44.5858","4034128.1705, 40611.1221, 4923614.8674","581450 109650 -0 1","TQ8109"
"581878 166263","51, 21, 58.695764, E, 0, 36, 40.916559, 44.8514","51, 21.978263, E, 0, 36.681943, 44.8514","51.3663043788, 0.6113657109, 44.8514","3990079.4773, 42577.1389, 4959124.3167","581878 166263 -0 1","TQ8166"
"582047 215219","51, 48, 21.511468, E, 0, 38, 20.964863, 45.251","51, 48.358524, E, 0, 38.349414, 45.251","51.8059754077, 0.6391569064, 45.251","3951731.7843, 44084.9476, 4989519.0798","582047 215219 -0 1","TL8215"
"582458 110693","50, 52, 0.993839, E, 0, 35, 29.747803, 44.5986","50, 52.016564, E, 0, 35.495797, 44.5986","50.8669427332, 0.591596612, 44.5986","4033336.4592, 41646.9242, 4924250.5254","582458 110693 0 1","TQ8210"
"583200 185790","51, 32, 28.590844, E, 0, 38, 25.582187, 44.8583","51, 32.476514, E, 0, 38.42637, 44.8583","51.5412752344, 0.6404394965, 44.8583","3974833.1743, 44431.6528, 4971255.0065","583200 185790 -0 1","TQ8385"
"583430 155060","51, 15, 54.636119, E, 0, 37, 40.363195, 44.8548","51, 15.910602, E, 0, 37.67272, 44.8548","51.2651766997, 0.6278786652, 44.8548","3998849.0456, 43823.3415, 4952092.1465","583430 155060 0 1","TQ8355"
"583550 116480","50, 55, 6.89747, E, 0, 36, 36.015255, 44.6369","50, 55.114958, E, 0, 36.600254, 44.6369","50.9185826306, 0.6100042375, 44.6369","4028865.3868, 42895.268, 4927874.2143","583550 116480 -0 1","TQ8316"
"583800 144000","51, 9, 56.561016, E, 0, 37, 39.044072, 44.7647","51, 9.942684, E, 0, 37.650735, 44.7647","51.1657113933, 0.6275122421, 44.7647","4007474.6424, 43892.2373, 4945160.5096","583800 144000 -0 1","TQ8343"
"583835 114545","50, 54, 3.995348, E, 0, 36, 47.089255, 44.6299","50, 54.066589, E, 0, 36.784821, 44.6299","50.9011098188, 0.6130803485, 44.6299","4030371.6798, 43127.7138, 4926648.5582","583835 114545 -0 1","TQ8314"
"584237 192762","51, 36, 12.815875, E, 0, 39, 32.502538, 44.9413","51, 36.213598, E, 0, 39.541709, 44.9413","51.6035599652, 0.6590284828, 44.9413","3969390.1953, 45658.8005, 4975562.1145","584237 192762 -0 1","TQ8492"
"585300 265200","52, 15, 13.600492, E, 0, 42, 48.007092, 45.4745","52, 15.226675, E, 0, 42.800118, 45.4745","52.2537779145, 0.7133353034, 45.4745","3912394.9419, 48712.0284, 5020174.8977","585300 265200 -0 1","TL8565"
"585303 185582","51, 32, 19.395907, E, 0, 40, 14.236456, 44.8362","51, 32.323265, E, 0, 40.237274, 44.8362","51.5387210852, 0.6706212378, 44.8362","3975031.7081, 46528.0767, 4971078.2426","585303 185582 -0 1","TQ8585"
"585622 197826","51, 38, 54.914799, E, 0, 40, 54.072694, 44.9899","51, 38.915247, E, 0, 40.901212, 44.9899","51.6485874442, 0.6816868594, 44.9899","3965444.571, 47181.8175, 4978672.1938","585622 197826 -0 1","TQ8597"
"585914 164965","51, 21, 12.025733, E, 0, 40, 6.961, 44.829","51, 21.200429, E, 0, 40.116017, 44.829","51.3533404814, 0.6686002778, 44.829","3991161.4282, 46576.0793, 4958223.6809","585914 164965 -0 1","TQ8564"
"586264 219241","51, 50, 26.556587, E, 0, 42, 8.687828, 45.2349","51, 50.44261, E, 0, 42.144797, 45.2349","51.8407101631, 0.7024132856, 45.2349","3948642.8053, 48410.5138, 4991907.8265","586264 219241 -0 1","TL8619"
"586620 152910","51, 14, 41.390955, E, 0, 40, 20.747267, 44.8404","51, 14.689849, E, 0, 40.345788, 44.8404","51.2448308208, 0.6724297963, 44.8404","4000579.0691, 46953.4075, 4950675.4747","586620 152910 0 1","TQ8652"
"586756 185481","51, 32, 14.407812, E, 0, 41, 29.381438, 44.8232","51, 32.24013, E, 0, 41.489691, 44.8232","51.5373355032, 0.6914948438, 44.8232","3975135.1864, 47977.6866, 4970982.3464","586756 185481 -0 1","TQ8685"
"586770 283670","52, 25, 8.91325, E, 0, 44, 42.353925, 45.4133","52, 25.148554, E, 0, 44.705899, 45.4133","52.4191425696, 0.7450983124, 45.4133","3897802.1731, 50691.5095, 5031418.2103","586770 283670 -0 1","TL8683"
"587325 190445","51, 34, 54.236164, E, 0, 42, 8.395274, 44.876","51, 34.903936, E, 0, 42.139921, 44.876","51.5817322678, 0.7023320206, 44.876","3971257.421, 48682.1364, 4974053.3258","587325 190445 -0 1","TQ8790"
"587569 189000","51, 34, 7.22178, E, 0, 42, 18.284039, 44.8572","51, 34.120363, E, 0, 42.304734, 44.8572","51.5686727167, 0.7050788997, 44.8572","3972393.3055, 48886.5343, 4973150.2866","587569 189000 -0 1","TQ8788"
"587723 241073","52, 2, 10.64192, E, 0, 44, 7.712399, 45.3322","52, 2.177365, E, 0, 44.12854, 45.3322","52.0362894221, 0.7354756664, 45.3322","3931481.7774, 50469.1276, 5005324.0203","587723 241073 -0 1","TL8741"
"588033 187015","51, 33, 2.483018, E, 0, 42, 38.539344, 44.8316","51, 33.041384, E, 0, 42.642322, 44.8316","51.5506897273, 0.7107053733, 44.8316","3973955.4748, 49296.0632, 4971906.3815","588033 187015 -0 1","TQ8887"
"588128 185997","51, 32, 29.453069, E, 0, 42, 41.508106, 44.8178","51, 32.490884, E, 0, 42.691802, 44.8178","51.5415147415, 0.7115300293, 44.8178","3974754.0954, 49363.1873, 4971271.5481","588128 185997 -0 1","TQ8885"
"588162 185503","51, 32, 13.439753, E, 0, 42, 42.321114, 44.8123","51, 32.223996, E, 0, 42.705352, 44.8123","51.537066598, 0.7117558649, 44.8123","3975141.3896, 49383.6679, 4970963.7285","588162 185503 -0 1","TQ8885"
"589130 151850","51, 14, 4.142241, E, 0, 42, 28.041928, 44.8272","51, 14.069037, E, 0, 42.467365, 44.8272","51.2344839559, 0.7077894244, 44.8272","4001446.8691, 49433.4116, 4949954.7852","589130 151850 -0 1","TQ8951"
"589547 185767","51, 32, 20.30902, E, 0, 43, 54.639449, 44.8044","51, 32.338484, E, 0, 43.910657, 44.8044","51.5389747276, 0.7318442913, 44.8044","3974957.6064, 50775.2626, 4971095.7702","589547 185767 -0 1","TQ8985"
"589770 228860","51, 55, 33.296323, E, 0, 45, 30.709943, 45.2434","51, 55.554939, E, 0, 45.511832, 45.2434","51.9259156453, 0.7585305397, 45.2434","3941135.3489, 52179.1694, 4997759.7933","589770 228860 -0 1","TL8928"
"589974 118401","50, 56, 1.537465, E, 0, 42, 8.250306, 44.6004","50, 56.025624, E, 0, 42.137505, 44.6004","50.933760407, 0.7022917517, 44.6004","4027480.3094, 49368.5204, 4928938.4782","589974 118401 -0 1","TQ8918"
"590310 233920","51, 58, 16.217667, E, 0, 46, 9.034848, 45.2574","51, 58.270294, E, 0, 46.150581, 45.2574","51.9711715742, 0.7691763467, 45.2574","3937160.7103, 52858.2185, 5000863.5294","590310 233920 -0 1","TL9033"
"590524 197929","51, 38, 52.348521, E, 0, 45, 9.045532, 44.9394","51, 38.872475, E, 0, 45.150759, 44.9394","51.647874589, 0.7525126479, 44.9394","3965445.3799, 52084.454, 4978622.9413","590524 197929 -0 1","TQ9097"
"590526 166148","51, 21, 44.784253, E, 0, 44, 7.394919, 44.7885","51, 21.746404, E, 0, 44.123249, 44.7885","51.3624400702, 0.7353874775, 44.7885","3990313.7312, 51218.2209, 4958855.8356","590526 166148 -0 1","TQ9066"
"590564 163871","51, 20, 31.115672, E, 0, 44, 4.974058, 44.8021","51, 20.518595, E, 0, 44.082901, 44.8021","51.3419765756, 0.734715016, 44.8021","3992092.2829, 51194.1882, 4957433.987","590564 163871 -0 1","TQ9063"
"591234 169158","51, 23, 21.252377, E, 0, 44, 49.788454, 44.7693","51, 23.354206, E, 0, 44.829808, 44.7693","51.3892367714, 0.7471634594, 44.7693","3987974.1434, 52007.975, 4960716.7755","591234 169158 -0 1","TQ9169"
"591300 172100","51, 24, 56.296912, E, 0, 44, 58.905, 44.7588","51, 24.938282, E, 0, 44.98175, 44.7588","51.4156380311, 0.7496958334, 44.7588","3985676.3784, 52154.1994, 4962549.2026","591300 172100 -0 1","TQ9172"
"591627 185689","51, 32, 15.261308, E, 0, 45, 42.328721, 44.79","51, 32.254355, E, 0, 45.705479, 44.79","51.5375725855, 0.761757978, 44.79","3975052.6883, 52852.1743, 4970998.7273","591627 185689 -0 1","TQ9185"
"591668 223925","51, 52, 51.415095, E, 0, 47, 0.078578, 45.1864","51, 52.856918, E, 0, 47.00131, 45.1864","51.8809486375, 0.7833551606, 45.1864","3945049.435, 53940.577, 4994672.7609","591668 223925 -0 1","TL9123"
"591810 174950","51, 26, 27.825623, E, 0, 45, 30.825777, 44.7511","51, 26.46376, E, 0, 45.513763, 44.7511","51.4410626729, 0.7585627159, 44.7511","3983456.9077, 52741.7286, 4964312.8556","591810 174950 -0 1","TQ9174"
"591823 265030","52, 15, 0.065945, E, 0, 48, 31.258332, 45.3819","52, 15.001099, E, 0, 48.520972, 45.3819","52.250018318, 0.80868287, 45.3819","3912639.1585, 55227.3555, 5019918.7196","591823 265030 -0 1","TL9165"
"591895 120543","50, 57, 8.514493, E, 0, 43, 50.614469, 44.5911","50, 57.141908, E, 0, 43.843574, 44.5911","50.9523651368, 0.7307262415, 44.5911","4025848.2443, 51346.7569, 4930242.5973","591895 120543 -0 1","TQ9120"
"592221 143279","51, 9, 23.291767, E, 0, 44, 50.7344, 44.7274","51, 9.388196, E, 0, 44.845573, 44.7274","51.1564699354, 0.7474262223, 44.7274","4008174.737, 52289.8, 4944515.7052","592221 143279 -0 1","TQ9243"
"593986 185044","51, 31, 51.510472, E, 0, 47, 43.349587, 44.7707","51, 31.858508, E, 0, 47.722493, 44.7707","51.5309751312, 0.7953748853, 44.7707","3975595.6565, 55192.4086, 4970542.1128","593986 185044 -0 1","TQ9385"
"594842 196511","51, 38, 1.182103, E, 0, 48, 50.607656, 44.8806","51, 38.019702, E, 0, 48.843461, 44.8806","51.6336616952, 0.8140576821, 44.8806","3966626.9717, 56361.5764, 4977641.5282","594842 196511 -0 1","TQ9496"
"595005 149132","51, 12, 29.148811, E, 0, 47, 25.301306, 44.7788","51, 12.485814, E, 0, 47.421688, 44.7788","51.2080968918, 0.790361474, 44.7788","4003659.7697, 55231.6277, 4948116.1098","595005 149132 -0 1","TQ9549"
"595666 163108","51, 20, 0.215856, E, 0, 48, 26.842582, 44.7715","51, 20.003598, E, 0, 48.447376, 44.7715","51.3333932934, 0.8074562729, 44.7715","3992769.6324, 56272.9116, 4956837.3857","595666 163108 -0 1","TQ9563"
"596190 199566","51, 39, 38.263944, E, 0, 50, 6.796177, 44.9013","51, 39.637732, E, 0, 50.11327, 44.9013","51.6606288734, 0.8352211602, 44.9013","3964253.2138, 57792.4368, 4979503.3049","596190 199566 -0 1","TQ9699"
"597566 129760","51, 1, 59.642157, E, 0, 48, 58.95171, 44.5927","51, 1.994036, E, 0, 48.982529, 44.5927","51.0332339326, 0.8163754751, 44.5927","4018776.7678, 57265.1749, 4935905.1991","597566 129760 -0 1","TQ9729"
"597770 287950","52, 27, 13.350495, E, 0, 54, 33.001972, 45.2406","52, 27.222508, E, 0, 54.550033, 45.2406","52.4537084708, 0.9091672143, 45.2406","3894592.3836, 61804.4288, 5033762.9794","597770 287950 -0 1","TL9787"
